,urname,svname,rkpo,characterId,adventurename,adventurelevel,resist,physical_defense,magical_defense,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
3521,왜하는지알제,cain,"33,115",a08ee008c2964c976b1b832b32769e85,던을,39.0,24.0,28.0,30.6,,,,,,,,,,,,,
3522,집밥이좋아요,cain,"33,115",de73c2fbf287faeb8ec6d9fb79e34ffe,집밥이좋아,46.0,151.0,21.4,26.5,,,,,,,,,,,,,
3523,통다랑어,prey,"33,115",e4c4471119df390dcbe1c77a7370ad35,통통한다랑어,38.0,89.0,22.3,31.7,,,,,,,,,,,,,
3524,빔빛,anton,"33,115",f97ad8388be4a05d4a6855f720aa7768,향기로운소리,38.0,44.0,32.3,31.0,,,,,,,,,,,,,
3525,수라스므,casillas,"33,115",f7c3517db91a4c1fa3acfaac3ad52e17,스므,41.0,161.0,33.2,29.9,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
3526,늙은산양,diregie,"33,115",e008cfff69e44ad720012a2e76957cdb,아라엘월드,40.0,4.0,30.0,29.7,결전의 클로 - 스트리트파이터(여),리버시블 레더 코트,매니퓰레이션,압도하는 힘의 하갑,엑셀러레이터,불변의 부유석 벨트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,승리가 약속된 시간,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
3527,심판관내놔,cain,"33,115",ba2e68429dfa32fe4b1430eb063c6257,감자내놔,36.0,156.0,32.4,33.2,근원을 삼킨 배틀액스,리버시블 레더 코트,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,흑룡 : 끝없는 암흑의 굴레
3528,세라프리3호,casillas,"33,115",bc0577057accf9b604fed8c4baf06a72,0던린이모험단0,41.0,89.0,35.6,31.8,,,,,,,,,,,,,
3529,초코보보,casillas,"33,115",add61c65f1f72efb33218d1f13e9a1f4,앙김무띵,28.0,159.0,31.4,33.5,,,,,,,,,,,,,
3530,용만식,cain,"33,115",af010a670a09f7ee02e7f98cabc3042b,오오올나,9.0,134.0,34.0,33.1,,,,,,,,,,,,,
3531,벽안광마성,cain,"33,115",6b0ee984737e6a3d21dfbd1246b020ce,비문,43.0,79.0,38.0,40.2,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3532,Apov,cain,"33,115",4ddae13bf88403a9130a83c5ce6a7fef,편지,45.0,161.0,25.5,34.5,광폭화된 전의의 쌍검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3533,[빙결]희야쨩,cain,"33,115",4d0c1b44529ff414b2ff24ec53ce7dab,희야랜드,44.0,44.0,31.0,33.7,,,,,,,,,,,,,
3534,곰방회사,diregie,"33,115",38ea20be46b35b60ff952a673c44b5ac,돈슨회사,40.0,14.0,38.4,39.9,근원을 삼킨 건틀릿,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3535,버미즈,hilder,"33,115",488d9ea6e5471dd3f294c28e39e93b1c,빵아리,37.0,126.0,31.8,30.3,,,,,,,,,,,,,
3536,일격날검,cain,"33,115",c123b0775eae1218caa5b2059c990e93,일격특공대,41.0,9.0,29.8,33.2,,,,,,,,,,,,,
3537,마법사-여자,diregie,"33,115",c2bda5872b311d38a249afe8dfae50bf,가히완벽프리,21.0,40.0,30.5,30.5,,,,,,,,,,,,,
3538,소마얌,diregie,"33,115",d73a25807c1f9a74c108179ff22daf9c,승가얌,41.0,137.0,31.6,32.3,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,아토믹 코어 네클레스,억제된 마력의 팔찌,에너지 서치 링,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3539,코스모라임,cain,"33,115",d596aba2c2b032b0e00df8a8d18afbe9,메르쿠리우스재단,40.0,44.0,35.2,31.4,,,,,,,,,,,,,
3540,오스큘러,cain,"33,115",cf553fed3666298d8eddef9ec6802a6e,제렘,41.0,-6.0,29.8,34.6,,,,,,,,,,,,,
3541,도든문어,cain,"33,115",00a8c5ece5b9d99ca72dfa448c9eb779,이상한문어단,39.0,128.0,21.2,26.6,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,굴착 강화 파츠,승리가 약속된 시간,오퍼레이션 오더,금룡 : 무한한 빛의 결계
3542,빔의여왕라핌,cain,"33,115",0fbffc896f03a49f93143b54a6069267,더머네,40.0,149.0,35.6,31.7,,,,,,,,,,,,,
3543,시러여,diregie,"33,115",72444ae3cf8c57484cdc3177bf260daf,Tenky,38.0,29.0,25.8,34.3,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
3544,떡볶이매운맛,anton,"33,115",7f1b972abd3a5b5e2b8aa64dd2af02fa,세라핌키워요,41.0,79.0,31.8,33.5,,,,,,,,,,,,,
3545,잡고잡고잡,diregie,"33,115",70bedb2c0a50929f55460246a9a98f0e,더러더러럭,38.0,201.0,29.4,29.2,,,,,,,,,,,,,
3546,황동현,casillas,"33,115",70cdb4f2a3a07bfe45c0a37690faf0f3,무시무시기현단,39.0,75.0,35.5,34.4,,,,,,,,,,,,,
3547,까리한노블,casillas,"33,115",6ea1bc06b1915f2d95af22a614eef3d1,까리한아이들,42.0,177.0,39.3,42.0,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3548,「BARA」,anton,"33,115",781dfc74baf223f047c71cdfed4cf276,heypay,35.0,14.0,29.3,33.6,,,,,,,,,,,,,
3549,언풋에목딴놈,anton,"33,115",770a15220d8fb5d3966721d1c7ed246b,연뀨,41.0,109.0,34.1,29.6,,,,,,,,,,,,,
3550,소마ㅇ,casillas,"33,115",7cee297a32a4800b9257be60d9091027,소마ㅇ,39.0,85.0,28.9,33.2,,,,,,,,,,,,,
3551,성진^^,prey,"33,115",24ef05df062d41a742331b25f0c6350d,18007100,37.0,54.0,33.0,38.9,,,,,,,,,,,,,
3552,가비루,diregie,"33,114",a864dcecff1ae09964cbcb79924dda46,난치병,39.0,14.0,34.1,30.8,,,,,,,,,,,,,
3553,대왕에레보스,cain,"33,114",b5da9355d361907a9ae061f34ff00e39,대왕FAMILY,40.0,69.0,24.4,27.9,,,,,,,,,,,,,
3554,레이화이트,prey,"33,114",a03d65249f54883d288a59280373e279,가성비좋은모험단,39.0,44.0,32.9,34.1,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3555,밤그늘달,prey,"33,114",8b6fccd9fa162d23adf0297953c7e8b5,그믐달밤,39.0,54.0,28.8,31.1,,,,,,,,,,,,,
3556,허시율™,cain,"33,114",a2bae4e91a93c5d90fba24ba27f703ac,율벤져스,38.0,149.0,33.2,37.5,,,,,,,,,,,,,
3557,별님샤랑,siroco,"33,114",8dec9cf4aaa83ccf4981969a79f57795,샤랑을해따,40.0,59.0,25.0,30.2,,,,,,,,,,,,,
3558,늦은노을,diregie,"33,114",910e72644f5150d6dcfa222b49ea5aa1,나르TV,15.0,14.0,37.2,42.7,근원을 삼킨 리볼버,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,
3559,선한아수라,hilder,"33,114",939960e30cf676a3bd020b7b110b1720,높은집,41.0,54.0,35.3,32.6,,,,,,,,,,,,,
3560,광령,bakal,"33,114",926f708107880261ac28f34d531b43ea,씽씽븜,41.0,4.0,29.7,33.0,,,,,,,,,,,,,
3561,빙결사자제,casillas,"33,114",e6c9bc5f82f735c288b1a80a840f824b,솔플아라드인,41.0,76.0,27.5,30.9,근원을 삼킨 로드,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
3562,Lud,prey,"33,114",ef560739921b41c9618f0d579cb47bdd,Ashen,38.0,172.0,38.6,39.6,결전의 낫 - 미스트리스,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
3563,령주패,hilder,"33,114",f59d528cad6afebe35fe5c7c3e4173cd,로마리오,40.0,99.0,22.4,30.9,,,,,,,,,,,,,
3564,나래핌,bakal,"33,114",f7872df6caab89d72d0c2368442f32e2,메이플흑나래,39.0,171.0,39.7,36.3,,,,,,,,,,,,,
3565,민물새우탕,hilder,"33,114",f989b1fe0882a122c912e927e8882df7,안산사람,36.0,151.0,29.3,34.4,결전의 빗자루 - 마도학자,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3566,이류펠,cain,"33,114",f91593bc4165661e5bf314646824af79,무신공대장,40.0,79.0,33.8,38.0,,,,,,,,,,,,,
3567,요오망한신컨,cain,"33,114",60fc08d5b9edbcfa6e81e498473aac87,문제있는신컨들,39.0,105.0,38.5,43.9,근원을 삼킨 차크라 웨펀,어릴적 꿈꿔온 무대,화려한 청색의 음율,침식되는 이성,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,인력의 법칙,
3568,분노의컨트롤,casillas,"33,114",05e4eaf3f2436aa5e80e481734ea4e98,분노의컨트롤,38.0,84.0,21.3,31.5,,,,,,,,,,,,,
3569,주것서,cain,"33,114",0e3eb51a16f047d57af5c7d8e7648090,한별유치원,39.0,89.0,32.4,28.2,,,,,,,,,,,,,
3570,으름한랑,anton,"33,114",181f4be285af7a03543f429bad635d09,흰꽃여뀌,1.0,54.0,35.1,34.1,,,,,,,,,,,,,
3571,세이비어양,prey,"33,113",18891068c5e8489fc24121c82b4718d7,나이트양,38.0,104.0,34.9,30.3,,,,,,,,,,,,,
3572,에소흐르듯이,casillas,"33,113",122d3a4691d40a7d61f184baaf310f0b,사회복자,38.0,64.0,32.8,29.1,,,,,,,,,,,,,
3573,:블레,cain,"33,113",15cadf2948050dba56c3d8310ad2697a,TheSue,38.0,89.0,29.4,34.2,,,,,,,,,,,,,
3574,아아여신이여,anton,"33,113",f3bb4c1bfde5c1da95dc4f62ae3e0e88,잠은관에서잡시다,37.0,59.0,31.4,27.9,,,,,,,,,,,,,
3575,무프아라한,siroco,"33,113",f6a754cb961361dd326c511354f2471b,중마지우,38.0,39.0,40.0,37.8,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3576,야경엽서,cain,"33,113",f10aac04c9acdb85fcd67f6ffafba882,편지,45.0,161.0,26.1,30.4,광폭화된 전의의 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3577,블레이드코어,cain,"33,113",eac38e245fd96ed593db5ce548dbf28a,수박맛박수,39.0,54.0,28.0,29.6,근원을 삼킨 소검,미련이 남은 녹슨 원혼,끝을 바라보는 시선,평화를 수호하는 윙 레깅스,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,미니 배터리 팩,인력의 법칙,금룡 : 무한한 빛의 결계
3578,끌,prey,"33,113",b53573d02808914d4d757a164049e8ff,시험,41.0,89.0,41.3,39.0,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3579,허리펴세욧,diregie,"33,113",27408cea8752964987e1fa6f227de248,yunoclap1116,23.0,171.0,30.6,32.5,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3580,크오빅나래핌,prey,"33,113",506b14424916013b63a2ac272bda7b9d,나래모험단4,16.0,114.0,36.8,33.9,,,,,,,,,,,,,
3581,소빤,cain,"33,113",92b6f0be7e6df8c8f49992f5d63c865e,민쳐비,26.0,86.0,24.5,29.9,,,,,,,,,,,,,
3582,유빈이방구,cain,"33,113",575f0fd825c6082e805659a86351928b,박유빈가족,40.0,4.0,30.2,30.0,,,,,,,,,,,,,
3583,소매넣기,siroco,"33,113",5a6f8b93f06c953c2caab79afc0c429c,쿠인크,40.0,79.0,40.4,39.5,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3584,착한학생,siroco,"33,113",55adf37f5ed92f7c5d0023dd0483b4cc,유라굴로,38.0,39.0,37.0,35.9,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
3585,렌드라곤,siroco,"33,113",7e3318a9adb70649eb9790273e89810b,올라운드어택,38.0,273.0,27.1,26.4,,,,,,,,,,,,,
3586,펭귄뱃살,bakal,"33,112",85f3e4b20a12106360c876574e8bdaa1,애기펭귄들,38.0,136.0,22.2,30.7,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3587,박보검,casillas,"33,112",861cca998c5ac23fbc9d985516a28513,또밥,38.0,155.0,33.3,32.8,,,,,,,,,,,,,
3588,에반나,prey,"33,112",718352497755baa9e9fc09ea4e591043,ㅊㅂ,38.0,64.0,40.4,37.3,,,,,,,,,,,,,
3589,점핑자수라,casillas,"33,112",78738ba5d671b7ed3f8219d3243e7c77,20230131변경,30.0,76.0,29.6,25.9,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,어댑터블 투톤 링,생명이 담긴 잔,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3590,로제꽃잎,prey,"33,112",4e45310f778b3498947fe54999a1afe0,동감,39.0,44.0,30.0,34.2,,,,,,,,,,,,,
3591,3단공중제비,casillas,"33,112",b3d690905aec010d926c2c510a370da7,여행길의바람,37.0,146.0,30.4,30.1,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,완성형 동력 제어장치,지배자의 자격,금룡 : 무한한 빛의 결계
3592,예쁜것,prey,"33,112",b32bc134add0c26bd0349b31e51420a5,동인지,39.0,79.0,32.0,27.2,,,,,,,,,,,,,
3593,야차대리,bakal,"33,112",b74c0018856a48aa603d18c3e2b20811,주의가호,39.0,89.0,37.1,41.6,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3594,검레하,cain,"33,112",0e71721903be90a76d61237f72baae3b,레하,40.0,84.0,8.5,13.1,,,,,,,,,,,,,
3595,관흉,cain,"33,112",ee3eb1ec14a3b30ef0c44805f1f1d271,만나Zcall,36.0,249.0,37.4,36.5,근원을 삼킨 광검,탐험가의 노련한 코트,끝을 바라보는 시선,로보티카 컴뱃 팬츠,과거를 뒤로 한 전진,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,블루 베릴 퍼퓸,저주받은 마음,타락한 영혼,천계 연합군 : 밝게 빛나는 희망
3596,김선배50호,anton,"33,112",dc6960b2f6d28f6c84a6ce641fc19e05,김선배,41.0,129.0,6.1,6.9,,,,,,,,,,,,,
3597,AstonMartin:,cain,"33,112",f81e95d754ca1d8b52883c3758638170,Hostle,38.0,29.0,19.2,27.9,,,,,,,,,,,,,
3598,아리아나그대,hilder,"33,112",f63ae97b14fb1a5b4ce8b8ddad19a56f,핼리우드,42.0,54.0,40.6,39.6,근원을 삼킨 대검,탐험가의 노련한 코트,빛을 잃은 진실,평화를 수호하는 윙 레깅스,일렉트릭 프루프 부츠,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,핏빛의 결정 반지,굴착 강화 파츠,평화를 위한 투쟁,저주받은 굴레,흑룡 : 끝없는 암흑의 굴레
3599,백리설연,cain,"33,112",1ba4f062f78f99aa2d3032d867c487a6,아앙아앙,41.0,89.0,32.5,36.9,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
3600,xmdnltmx,cain,"33,112",1f9ad382d84d5e9e1a789ed2b2038a01,rumian,38.0,86.0,24.5,30.0,결전의 봉 - 스위프트 마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
3601,최강검제,bakal,"33,112",6a9cbe7727f83001bbc5b89a9b52d379,이정도는돼야,41.0,54.0,29.0,33.6,,,,,,,,,,,,,
3602,중우환국폐렴,cain,"33,112",952335211129b26e06019459e85fde5c,대충이스핀즈,17.0,34.0,34.1,34.0,,,,,,,,,,,,,
3603,마견치와와,bakal,"33,112",c2b885a1c459dc4872fb2bb614cb31ce,웰시군단,38.0,154.0,30.2,30.4,근원을 삼킨 소검,컨퓨즈드 코어 슈트,자유를 수호하는 윙 숄더,침식되는 이성,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,원터치 스마트 리모콘,옵티컬 컴뱃 글래스,피어오르는 광기,고귀한 수호,천계 연합군 : 밝게 빛나는 희망
3604,기계화문명,siroco,"33,112",d30fa008aca5246057d10f71b3f83756,광명신교,38.0,54.0,34.9,36.0,,,,,,,,,,,,,
3605,경갑캐릭터,cain,"33,112",d3adce8a3579a5c52755443158af6625,로나로나땅,38.0,89.0,29.3,30.1,근원을 삼킨 클로,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
3606,1개검신,cain,"33,112",d96a4e5a659a6cd531cbbbd98ba68e77,1개,6.0,36.0,30.8,32.5,,,,,,,,,,,,,
3607,안락수라,diregie,"33,112",d4965272d8d6d9f397b996ff8bcf38f3,심월,40.0,104.0,33.0,30.2,,,,,,,,,,,,,
3608,국정민지,prey,"33,111",d5249b3bb7cceb5dfc16df10bb13c310,귀여우,31.0,96.0,34.4,30.8,,,,,,,,,,,,,
3609,루나티리아,bakal,"33,111",d689b1c2a54af2d6f7bcbe60cb9c5ccf,Platz,38.0,38.0,22.7,25.5,,,,,,,,,,,,,
3610,제피ⓐ븝퍼,hilder,"33,111",c1b08335d13909a751d188d420fca0c0,제피루,37.0,64.0,34.2,30.3,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,죄어오는 풍화된 악의,골렘의 핵 팔찌,어댑터블 투톤 링,정의의 기사 가면,자연에 녹아드는 이슬,시각의 관점,
